"","Estimate","Est.Error","Q2.5","Q97.5"
"1",27.7118850224478,3.34610864273956,21.269261873492,34.2469035379307
"2",32.0468193090178,3.27937134334598,25.6578768071542,38.3618371402952
"3",28.7945184550633,3.39091072131132,22.1533793454995,35.4270877972226
"4",28.3336432642305,3.36174494860329,21.8333804174151,34.9299173121592
"5",25.2800562001923,3.29475259960757,18.878550054485,31.7798436570537
"6",28.4265672438298,3.32347856581373,21.8631591948663,34.8476869667566
"7",29.6920490457964,3.34966574306155,23.1383086176253,36.1623492199909
"8",31.9576929260069,3.28900420932673,25.5513128825058,38.3645604464712
"9",26.2746097743795,3.30738557551566,19.8595547814679,32.8255536238603
"10",29.7927943194502,3.32529216445566,23.2019009537286,36.3889992822127
"11",28.2724684902509,3.34380453091686,21.6714205567963,34.9007986588243
"12",26.8199236312608,3.28608587553562,20.3328127306042,33.194431059591
"13",31.4796145051026,3.31193500571357,25.0898988647534,38.0110596926179
"14",26.04461550844,3.37766868902589,19.5679687167525,32.7075011326853
"15",33.1468591891914,3.25520099582144,26.7306480372099,39.453216308718
"16",28.6631899270954,3.34535073572732,22.1426522001813,35.2161940453046
"17",28.4870426839774,3.30623722284101,21.8024167643475,34.8042312956669
"18",32.986846007777,3.39548476620753,26.2922029759797,39.7382082564663
"19",25.9759940083355,3.34284377011067,19.2578197333314,32.5554064902513
"20",26.0058678954156,3.35078568818856,19.3978254974337,32.4921509251721
"21",30.3657386460819,3.29903118738087,23.9699948050743,36.9337220165908
"22",30.5199352398727,3.34037785494433,24.1533254552796,36.9526512876151
"23",29.6347888761049,3.29929951858774,23.1278497295377,36.09779046097
"24",32.769052524427,3.33718935796024,26.213388545672,39.4138234283904
"25",34.9518449049976,3.33113959735704,28.4336180428692,41.5437630098489
"26",26.8740607403125,3.31755728722649,20.4762576534788,33.3831646130451
"27",25.7905906983088,3.31171456190001,19.384723349328,32.265448914551
"28",33.8020977731982,3.3585137639506,27.201739458972,40.3940968152879
"29",24.712430344609,3.36338210509358,18.0728806850513,31.5424099612791
"30",25.4173548078143,3.40354457841782,18.7185031267956,32.0979973620335
"31",32.8179319678269,3.34633211211061,26.1484420386661,39.4770963679353
"32",28.288474694975,3.31323239069412,21.8846339493388,34.8416464534954
"33",24.7954918092481,3.33982166885003,18.3863199300681,31.4476107795307
"34",26.2972012530019,3.31335104127775,19.7629079923784,32.7021426255594
"35",26.7203485314977,3.32805947133091,20.2037015990417,33.2819839901928
"36",25.7644672996603,3.32186976698327,19.2067256012771,32.2295791040599
"37",27.5238639096701,3.32503113906783,20.9434462196893,34.0053130933696
"38",30.4314018912822,3.34197216329342,23.9173420048626,37.0926833219136
"39",31.6261459668825,3.35870316730761,25.0045953479946,38.3507833035239
"40",34.3063255641476,3.35783997243691,27.6251402813592,40.8066947460987
"41",32.1204208691948,3.34312970256478,25.4609316203594,38.7058695923628
"42",27.0084192723893,3.30045499459782,20.550793427631,33.5719190835171
"43",25.4301038482537,3.3153057295651,18.9483923192541,31.8476773502396
"44",31.7792052747911,3.35836137790728,25.354598748609,38.3734388919905
"45",26.9804775903413,3.35189090164796,20.5149309780223,33.6424909329801
"46",25.9744719830725,3.33741621032315,19.6115420940238,32.461127078162
"47",26.9907055464544,3.35310280117457,20.5307956152968,33.5313571462386
"48",27.7005373756018,3.25771714472955,21.2362045717604,33.9940840743125
"49",25.9459987485209,3.32385745540277,19.3538426128223,32.3982274050421
"50",24.7191204389953,3.32478282430072,18.2172679231039,31.2019004219861
"51",28.5631070702619,3.36435861558861,22.0146645821595,35.3835655284044
