paramID	id	dbh	height	CR	perc_exposed
7	93533	0.4	29.07	7.08	92.05
7	135497	0.18	23.82	3.12	66.67
7	134213	0.17	19.16	1.61	0
7	134228	0.42	31.82	4.06	62.75
7	134227	0.12	19.46	1.95	0
7	75272	0.15	22.82	1.6	62.5
7	225779	0.11	22.29	2.34	82.35
7	76993	0.18	27.6	2.55	0
7	76391	0.13	20.94	2.09	0
7	81794	0.31	25.05	6.54	38.06
7	81909	0.16	20.81	1.97	0
7	81096	0.23	28.77	3.33	0
7	86093	0.16	21.92	2.28	6.25
7	87188	0.15	19.51	1.34	0
7	86225	0.21	26.91	2.3	6.25
7	87085	0.33	28.53	4.02	72
7	92162	0.24	28.15	4.23	62.5
7	93531	0.13	23.64	3.07	41.38
7	92293	0.29	24.26	2.7	0
7	93530	0.14	17.96	1.36	0
7	92300	0.22	29.96	4.46	61.29
7	135326	0.22	26.56	2.85	80
7	237308	0.18	25.68	3.29	0
7	134404	0.4	29.99	4.85	68.63
7	80958	0.3	28.21	2.5	26.32
7	87088	0.19	21.04	2.54	0
7	87266	0.18	30.04	3.74	0
7	183978	0.12	17.7	2.5	0
7	226006	0.11	17.79	1.38	0
7	179240	0.17	19.94	2.71	21.74
7	135317	0.2	25.6	3.4	16.67
7	135315	0.28	24.36	3.36	37.14
7	135109	0.28	25.11	3.85	69.57
7	182122	0.11	21.84	1.86	0
7	179246	0.11	17.08	1.29	0
7	203020	0.21	24.27	4.14	94.34
7	80807	0.33	26.02	3.17	0
7	81662	0.23	27.4	4.13	84.91
7	80959	0.15	21.42	2.34	0
7	81095	0.25	24.66	3.34	0
7	87087	0.25	29.06	4.18	81.48
7	86094	0.21	27.35	3.6	32.5
7	87458	0.13	16.71	1.59	0
7	86387	0.22	29.07	3.87	0
7	236531	0.11	14.89	1.32	0
7	179241	0.11	18.32	2.84	16
7	174043	0.14	21.19	2.73	0
7	135496	0.15	19.43	1.92	0
7	184639	0.12	18.19	2	0
7	75429	0.71	38.54	11.46	69.32
7	180710	0.15	31.98	4.78	56.25
7	80805	0.31	32.2	4.3	55.17
7	81094	0.59	34.17	7.71	87.92
7	81617	0.18	18.25	2.56	0
7	86881	0.21	24.21	2.75	0
7	86229	0.24	28.63	3.64	39.02
7	87190	0.15	20.85	2.53	20
7	236413	0.11	19.71	1.65	0
7	93535	0.25	22.49	2.77	57.14
7	135159	0.18	20.81	2.14	0
7	134408	0.2	25.81	2.2	0
7	134406	0.14	21.55	2.38	0
7	135321	0.39	24.67	3.6	0
7	135074	0.16	23.18	2.71	0
7	80806	0.25	31.77	3.4	47.22
7	80960	0.17	22.59	1.7	0
7	86095	0.38	28.38	5.13	80.36
7	86230	0.14	29.7	2.45	66.67
7	250056	0.11	15.98	1.74	0
7	180855	0.12	18.1	2.31	0
7	87270	0.11	20.59	2.42	0
7	92302	0.63	32.58	6.94	63.58
7	92609	0.37	27.1	5.02	90.91
7	93529	0.16	21.57	2.04	0
7	134209	0.28	27.35	3.62	90.24
7	135323	0.18	28.66	4.05	88.24
7	75278	0.18	23.9	2.03	42.86
7	75274	0.18	23.95	3.23	84.38
7	249644	0.12	18.65	2.01	0
7	75417	0.15	19.61	2.98	0
7	81727	0.36	28.64	2.22	0
7	236368	0.11	13.67	1.7	0
7	80961	0.42	29.31	2.05	0
7	81213	0.24	29.85	3.38	0
7	86219	0.19	23.72	3	60.71
7	86234	0.25	27.93	3.23	0
7	92289	0.41	34.27	5.25	82.56
7	93441	0.14	19.56	3	21.43
7	93536	0.23	22.21	2.97	22.22
7	92442	0.22	26.46	2.38	100
7	250165	0.11	18.27	2.59	9.52
7	93212	0.15	17.84	1.36	0
7	203216	0.12	20.6	2.5	0
7	135088	0.36	27.3	4.05	82.35
7	134394	0.25	28.49	3.18	77.42
7	135495	0.12	19.38	2.69	0
7	134410	0.37	30.9	4	86
7	174045	0.17	22.1	3.5	8.82
7	135162	0.19	20.85	2.52	0
7	135419	0.1	15.28	1.65	0
7	80964	0.29	32.34	5.59	86.73
7	80962	0.15	22.3	2.49	0
7	81636	0.14	24.26	2.26	0
7	87417	0.12	17.98	1.83	0
7	86097	0.2	26.79	3.01	10.71
7	86235	0.6	29.69	4.86	77.03
7	86231	0.27	28.13	3.06	62.07
7	236414	0.11	17.34	2.21	0
7	86391	0.14	20.46	1.67	0
7	86521	0.26	31.22	3.31	0
7	181055	0.12	17.56	1.33	0
7	178576	0.13	18.39	1.41	0
7	92303	0.27	27.48	3.04	0
7	93651	0.13	19.38	2.26	18.75
7	93539	0.12	19.53	1.8	30
7	171716	0.11	14.55	1.82	0
7	134062	0.17	22.46	1.73	66.67
7	135329	0.26	26.04	4.81	34.72
7	135172	0.32	25.12	3.38	14.29
7	135420	0.11	18.07	2.73	26.09
7	174044	0.14	21.37	1.62	16.67
7	75419	0.16	25.73	2.27	0
7	183672	0.11	15.21	1.41	0
7	81827	0.49	33.69	3.07	86.21
7	80963	0.13	20.27	2.08	0
7	81105	0.25	28.95	3.95	37.5
7	81101	0.67	33.32	8.72	84.97
7	86236	0.26	27.55	2.94	14.81
7	86384	0.2	26.92	3.04	3.45
7	87459	0.12	21.5	2.67	0
7	87522	0.23	29.01	3.74	6.06
7	86523	0.19	27.19	2.59	0
7	236530	0.11	16.46	1.46	0
7	93201	0.39	27.71	4.29	84.21
7	92288	0.26	30.96	3.67	7.14
7	93265	0.22	25.75	3.56	10.26
7	93540	0.28	21.01	2.78	54.17
7	93534	0.17	19.94	2.43	0
7	226008	0.18	22.79	3.26	33.33
7	92452	0.13	20.96	1.63	0
7	92613	0.26	27.16	1.87	80
7	226015	0.13	22.34	2.42	0
7	135050	0.4	27.28	5.34	86.52
7	134066	0.17	25.06	2.34	0
7	135328	0.17	19.21	2.74	0
7	172883	0.12	16.08	1.19	0
7	135324	0.23	22.47	4.19	23.68
7	75277	0.18	27.24	2.71	95.65
7	75418	0.55	51.56	7.38	88.89
7	75433	0.16	22.56	1.52	0
7	75430	0.24	28.4	2.45	0
7	178346	0.18	20.03	2.34	100
7	178345	0.1	15.51	2.39	0
7	80809	0.22	27.49	3.41	69.44
7	81734	0.16	17.73	2.4	0
7	80965	0.32	30.97	6.36	62.2
7	171462	0.14	24.74	2.98	0
7	81089	0.65	29.75	5.41	51.09
7	81859	0.18	20.22	2.47	0
7	81620	0.15	22.34	3.14	0
7	81621	0.25	28.5	3.54	91.67
7	171540	0.14	25.5	3.6	75
7	236415	0.11	15.49	1.29	0
7	86941	0.24	30.5	3.11	0
7	92285	0.19	25.37	1.6	0
7	92286	0.17	23.25	2.55	0
7	93541	0.12	17.86	2.1	0
7	181053	0.1	13.68	1.41	0
7	93538	0.18	23.61	2.66	72.73
7	92611	0.31	26.95	4.05	82.35
7	92775	0.27	26.35	3.32	81.25
7	93434	0.15	17.78	2.15	0
7	93359	0.13	19.34	1.6	0
7	135161	0.22	21.21	3.74	0
7	179238	0.13	20.16	2.29	0
7	135099	0.13	20.79	1.7	66.67
7	134576	0.25	21.87	1.6	0
7	249646	0.21	31.15	3.7	0
7	173089	0.18	24.75	3.17	0
7	76387	0.29	32.23	3.52	0
7	225774	0.13	20.18	1.38	40
7	81730	0.33	31.01	3.87	82.61
7	81729	0.16	28.19	3.23	15.62
7	81857	0.17	20.34	1.39	0
7	81860	0.21	34.06	2.8	83.33
7	178487	0.11	17.82	2.21	0
7	87093	0.5	34.65	5.49	72.34
7	86393	0.4	35.47	6.49	40.15
7	87346	0.11	17.52	1.95	0
7	86392	0.63	39.68	5.06	73.75
7	86526	0.32	32.77	3.94	100
7	86527	0.16	21.57	1.7	0
7	93765	0.15	23.74	3.41	69.44
7	171719	0.14	20.27	2.51	0
7	92284	0.16	25.27	2.31	0
7	226007	0.12	23.01	1.83	30
7	92453	0.24	26.13	2.79	100
7	93756	0.11	16.27	1.7	12.5
7	134067	0.26	23.5	2.11	0
7	135330	0.17	23.89	3.61	0
7	184658	0.4	27.81	5.3	65.91
7	135165	0.14	21.75	2.42	0
7	135314	0.21	22.87	2.89	0
7	134575	0.22	26.78	3.44	62.16
7	172885	0.13	17.14	1.19	0
7	249643	0.1	17.73	1.78	0
7	76389	0.2	30.25	4.21	27.27
7	81910	0.11	16.7	2.53	0
7	81826	0.27	35.35	2.42	94.44
7	249944	0.16	26.75	2.94	0
7	81104	0.16	25.54	2.61	0
7	87278	0.11	16.12	1.27	0
7	87223	0.46	34.59	5.13	68.29
7	250074	0.11	17.98	1.27	0
7	86519	0.39	39.22	5.72	33.66
7	86518	0.62	43.99	3.79	91.11
7	93444	0.17	22.56	2.74	0
7	92434	0.43	30.82	4.89	85.33
7	237307	0.1	15.97	2.23	0
7	134232	0.22	27.74	3	75
7	135111	0.26	29.53	6.07	73.91
7	135415	0.13	23.59	3.63	43.9
7	135421	0.14	20.31	1.6	0
7	135238	0.16	19.18	1.79	30
7	135412	0.18	21.9	1.74	0
7	250781	0.1	19.02	1.49	0
7	77069	0.18	24.8	2.32	68.75
7	75413	0.37	43.04	9.36	16
7	226928	0.11	21.84	3.4	72.22
7	76563	0.69	41.3	7.9	96.36
7	77092	0.26	35.48	4.54	18.64
7	80815	0.29	30.41	3.85	71.43
7	80814	0.25	24.93	2.53	0
7	81813	0.12	20.15	1.76	0
7	81549	0.22	26.75	3.43	41.67
7	183808	0.11	18.43	1.94	9.09
7	86099	0.36	28.6	4.18	98.15
7	86214	0.32	25.94	2.71	0
7	86213	0.23	27.39	3.81	86.67
7	86237	0.2	24.71	3.1	30
7	86940	0.12	18.81	2.67	0
7	86920	0.16	21.81	2.46	0
7	86517	0.25	25.25	1.82	0
7	86516	0.2	27.02	3.15	25.81
7	178577	0.21	26.43	3.61	87.8
7	171722	0.11	23.66	2.47	10.53
7	92305	0.17	22.62	2.39	0
7	93652	0.18	19.87	2.23	0
7	250152	0.11	18.33	2.63	0
7	181050	0.18	22.84	3.13	0
7	93437	0.12	20.95	1.37	40
7	92777	0.46	29.38	4.14	73.17
7	180462	0.12	20.88	4.03	16.22
7	134073	0.48	29.58	4.2	89.09
7	135020	0.39	22.81	2.92	3.85
7	135459	0.16	22.58	2.8	0
7	135177	0.28	23.56	3.85	17.39
7	135242	0.21	21.35	1.54	0
7	77070	0.16	22.53	2.45	0
7	75432	0.21	27.8	2.99	7.14
7	76388	0.37	35.32	5.21	38.82
7	76392	0.14	18.82	2.6	0
7	76393	0.23	24.04	3.02	21.43
7	171415	0.12	21.81	2.22	0
7	81106	0.34	33.23	4.61	66.67
7	81209	0.2	25.24	3.48	81.58
7	86215	0.2	24.12	3.31	76.47
7	87518	0.11	21.13	2.06	0
7	180825	0.1	16.79	1.36	0
7	86239	0.48	26.81	5.73	63.11
7	87096	0.14	24.7	2.65	0
7	86382	0.24	26.31	3.37	42.86
7	86398	0.13	20.9	1.89	0
7	86515	0.17	22.94	2.29	0
7	86528	0.16	22.18	2.67	0
7	93537	0.27	23.9	2.09	81.82
7	92282	0.22	26.67	2.87	44
7	93268	0.26	25.26	3.19	90.62
7	250163	0.1	13.08	1.54	0
7	93532	0.22	26.93	4.26	100
7	171717	0.17	23.84	4.57	23.08
7	181051	0.1	16	1.06	0
7	92779	0.46	28.69	7.6	83.62
7	183970	0.15	20.74	2.59	0
7	135113	0.35	28.4	5.63	87.88
7	203777	0.11	17.67	2.21	0
7	135236	0.3	27.15	5.98	80.36
7	135246	0.19	22.77	1.94	0
7	135244	0.16	17.96	1.48	0
7	203022	0.11	19.13	1.83	0
7	81672	0.15	25.53	2.43	0
7	80813	0.27	22.85	2.65	0
7	80810	0.23	33.12	4.74	78.57
7	80811	0.18	26.37	2.8	0
7	81739	0.3	22.41	3.56	0
7	81360	0.16	24.33	2.14	0
7	86396	0.21	27.33	2.88	23.08
7	87348	0.14	17.98	2.33	0
7	86395	0.38	36.56	3.06	79.31
7	86514	0.36	34.9	4.76	12.68
7	87413	0.35	28.59	5.18	58.33
7	86672	0.37	28.34	4.82	73.81
7	92281	0.2	24.33	2	0
7	92306	0.3	30.27	3.66	88.1
7	92456	0.13	22.11	1.98	33.33
7	236550	0.13	19.56	2.82	29.17
7	178609	0.18	20.31	2.58	30
7	92930	0.14	17.48	1.44	0
7	250787	0.11	23.29	2.7	0
7	226744	0.12	22.47	2.4	33.33
7	134231	0.19	28.63	2.53	85
7	135309	0.23	19.66	2.33	0
7	135418	0.11	19.09	1.53	14.29
7	184640	0.11	17.41	1.69	0
7	134573	0.4	27.29	4.01	58
7	134574	0.24	28.23	3.59	67.5
7	174042	0.11	20.49	2.03	0
7	135334	0.14	18.46	2.81	31.25
7	75279	0.21	26.38	3.5	86.84
7	77000	0.14	19.94	1.74	0
7	76394	0.24	32.23	3.96	83.67
7	76557	0.3	31.83	4.21	47.27
7	76558	0.19	17.9	2.28	0
7	76559	0.13	21.13	2.44	0
7	81092	0.34	29.06	5.36	72.22
7	81905	0.2	18.47	1.83	0
7	250073	0.12	24.72	2.96	0
7	87276	0.11	20.25	2.14	0
7	86529	0.3	29.32	3.11	60
7	92280	0.22	29.97	3.43	100
7	92614	0.38	25.52	4.82	81.94
7	92774	0.26	23.35	2.59	9.52
7	93311	0.14	24.45	2.77	29.17
7	92928	0.21	23.83	2.91	0
7	134383	0.38	29.23	6.3	84.68
7	135245	0.17	24.46	4.52	48.44
7	171417	0.1	20.98	2.06	7.69
7	249645	0.11	17.86	2.16	0
7	76386	0.39	37.8	7.02	63.64
7	76564	0.34	31.05	3.16	0
7	77093	0.13	19.97	3.4	0
7	76730	0.47	29.51	5.99	100
7	76965	0.13	18.64	1.66	0
7	80819	0.14	20.54	1.65	0
7	249957	0.1	17.19	1.2	0
7	81656	0.47	38.08	6.19	88.24
7	81932	0.11	18.85	1.53	0
7	87277	0.39	27.68	4.29	70.18
7	86238	0.18	22.12	2.28	25
7	86904	0.13	18.95	1.75	0
7	86513	0.72	39.36	6.86	74.15
7	87456	0.11	18.08	1.87	0
7	86532	0.42	29.16	4.45	64.52
7	92166	0.16	22.76	2.45	0
7	226003	0.16	25.49	4.04	78.43
7	93447	0.1	18.86	1.86	30
7	183980	0.17	29.38	4.05	62.75
7	92457	0.19	23.97	4.32	96.55
7	236551	0.11	17.92	2.27	12.5
7	250164	0.1	15.73	1.45	0
7	93755	0.18	26.95	3.45	72.97
7	92771	0.33	25.66	3.99	80
7	92929	0.21	22.62	1.78	0
7	134076	0.24	29.93	4.6	87.27
7	182111	0.16	22.1	1.87	10
7	134414	0.29	29.34	3.48	75.68
7	134417	0.3	29.84	3.31	82.35
7	135240	0.28	29.04	3.82	75.76
7	183673	0.19	23.59	3.46	0
7	76384	0.3	33.08	4.55	0
7	76385	0.14	18.59	1.99	0
7	76556	0.18	26.03	1.75	0
7	173092	0.11	16.14	1.62	0
7	80818	0.51	30.71	5.25	81.13
7	80824	0.15	20.47	0.96	0
7	81744	0.17	25.29	2.25	0
7	80941	0.29	36.85	2.93	77.78
7	81934	0.19	31.54	3.91	33.33
7	81856	0.22	28.16	4.47	82.26
7	81931	0.2	20.27	1.34	0
7	81361	0.74	39.68	5.36	100
7	86380	0.15	24.55	2.4	61.11
7	86397	0.37	27.35	4.08	76.92
7	86512	0.36	34.01	4.29	0
7	86531	0.3	24.55	3.23	0
7	87340	0.25	28.49	4.34	55.93
7	87524	0.15	20.87	2.93	0
7	87412	0.19	22.99	4.03	87.5
7	93202	0.12	19.29	1.92	9.09
7	93264	0.12	19.42	1.25	25
7	93358	0.2	26.68	3.3	76.47
7	92927	0.19	24.82	3.61	0
7	93759	0.13	21.02	3.37	5.88
7	180443	0.12	22.54	2.58	0
7	135493	0.11	21.77	2.77	0
7	134382	0.33	29.22	4.1	51.92
7	135307	0.11	16.77	1.64	0
7	134416	0.29	26.45	2.52	0
7	134584	0.6	30.5	4.55	83.08
7	135327	0.22	21.54	2.64	0
7	75408	0.18	25.36	2.57	0
7	76933	0.14	17.67	1.35	0
7	77116	0.11	15.33	1.48	0
7	76383	0.16	29.6	3.33	17.65
7	76396	0.17	25.84	4.01	0
7	76395	0.46	31.36	4.94	60.53
7	76397	0.2	23.4	2.91	0
7	77097	0.19	28.31	4.37	66.67
7	77014	0.12	15.02	1.04	0
7	76555	0.29	31.64	3.32	32.35
7	76568	0.36	31.86	4.3	46.55
7	173093	0.13	15.57	2.21	0
7	249638	0.1	17.53	2.62	9.52
7	81741	0.49	35.04	5.97	76.79
7	81854	0.42	29.38	6.57	32.59
7	81108	0.22	28.04	2.65	0
7	81781	0.29	31.69	1.57	100
7	81359	0.45	29.58	6.42	76.52
7	183809	0.11	15.08	1.52	0
7	86240	0.18	25.47	2.37	0
7	87221	0.41	26.66	4	56
7	86399	0.16	25.62	2.22	33.33
7	87274	0.12	22.94	2.61	0
7	86533	0.12	20.47	1.47	0
7	86677	0.25	22.81	2.08	0
7	93776	0.12	20.27	2	75
7	92167	0.18	22.03	1.88	0
7	171724	0.12	18.63	2.25	73.33
7	93203	0.14	20.48	1.39	0
7	236552	0.11	20.79	3.39	50
7	92770	0.23	25.12	3.43	27.03
7	93752	0.12	20.57	1.95	0
7	93837	0.13	20.07	2.13	42.86
7	93155	0.23	25.05	2.64	72.73
7	135022	0.12	20.14	2.01	0
7	135500	0.1	19.69	1.81	0
7	134415	0.13	22.87	1.73	0
7	135098	0.25	28.14	5	55.13
7	172884	0.12	16.21	1.7	22.22
7	134587	0.15	20.6	1.24	0
7	134585	0.48	30.94	3.82	46.67
7	135414	0.12	17.49	2.63	0
7	184638	0.11	19.01	2.74	0
7	135229	0.28	22.89	2.99	64.29
7	135410	0.13	20.01	3.29	63.64
7	250780	0.1	17.08	2.65	0
7	75283	0.39	35.27	4.33	68.18
7	75281	0.39	33.63	4.54	10.91
7	225778	0.12	22.23	2.36	0
7	75280	0.17	24.94	2.47	26.32
7	75412	0.18	24.93	2.11	0
7	75437	0.17	24.35	2.51	0
7	76552	0.8	37.35	4.48	69.84
7	183671	0.11	21.12	2.93	0
7	240964	0.1	14.55	2.36	0
7	76732	0.15	15.26	1.43	0
7	81797	0.55	33.96	5.65	65
7	81737	0.19	26.61	2.89	0
7	180709	0.12	18.35	3.3	0
7	81795	0.11	15.57	1.01	0
7	81830	0.17	26.69	3.29	17.65
7	81110	0.18	24.31	2.45	0
7	81615	0.15	20.99	1.93	0
7	179445	0.13	17.29	1.79	0
7	81530	0.22	26.4	2.63	100
7	86242	0.36	35.08	4.02	86
7	87350	0.14	23.12	1.65	0
7	87457	0.12	22.31	2.64	0
7	86939	0.13	21.24	1.13	0
7	86509	0.33	33.23	3.44	86.49
7	181054	0.11	14.47	1.38	0
7	92620	0.28	29.29	2.32	100
7	92933	0.17	23.03	1.58	100
7	250178	0.11	17.18	1.86	0
7	135116	0.13	21.36	2.28	0
7	172882	0.16	18.53	1.94	9.09
7	77016	0.18	26.42	2.51	73.68
7	75406	0.17	24.04	1.59	0
7	75435	0.3	33.95	3.39	0
7	77086	0.17	25.39	4.17	62.96
7	173094	0.17	25.33	5.04	97.33
7	173095	0.12	19.16	2.53	0
7	81666	0.2	26.49	4.07	50
7	81208	0.26	30.63	4.36	27.12
7	183732	0.12	17.69	2.88	0
7	81357	0.18	17.54	1.97	0
7	178397	0.16	26.33	4.18	47.06
7	183731	0.12	17.5	2.07	16.67
7	87192	0.41	30.16	5.02	86.08
7	86241	0.19	26.85	2.23	0
7	86911	0.15	20.6	2.58	10
7	87220	0.11	18.52	1.82	0
7	86669	0.23	28.2	3.54	2.56
7	86919	0.22	30.49	4.11	79.25
7	250071	0.11	22.12	2.21	0
7	86868	0.53	31.01	6.35	96.55
7	87414	0.18	21.31	2.32	0
7	93771	0.11	18.68	1.37	40
7	93218	0.14	17.74	2.13	35.71
7	93242	0.13	17.96	2.15	7.14
7	92935	0.25	26.71	4.88	100
7	93216	0.16	21.5	2.38	23.53
7	93154	0.12	18.01	1.85	0
7	135146	0.23	23.43	2.9	19.23
7	134077	0.24	26.32	4.56	75.38
7	134240	0.2	27.49	2.81	37.5
7	134239	0.49	27.5	5.3	86.36
7	135178	0.16	21.05	2.65	0
7	135306	0.29	27.26	3.91	70.83
7	135498	0.12	21.68	2.85	0
7	134571	0.3	28.7	3.46	81.08
7	134589	0.14	16.3	1.39	0
7	134588	0.45	30.4	4.09	80.77
7	135241	0.19	23.61	3.45	48.65
7	135411	0.12	16.33	1.41	50
7	135406	0.12	20.44	2.43	0
7	75411	0.67	52.03	11.17	91.3
7	180606	0.11	18.4	1.53	0
7	75436	0.39	44.7	5.6	51.02
7	76991	0.13	18.13	1.92	0
7	77013	0.14	24.9	1.67	0
7	76729	0.21	20.85	2.69	27.27
7	81935	0.21	28.06	3.77	9.09
7	236366	0.11	13.41	0.97	0
7	81712	0.11	19.92	1.61	0
7	81619	0.27	27.75	3.4	0
7	81929	0.19	36.46	4.2	16.36
7	81981	0.17	23.11	3.71	41.86
7	81994	0.66	36.33	4.61	81.08
7	171541	0.21	24.93	4.23	0
7	173241	0.12	16.31	2.08	0
7	87347	0.42	29.76	4.88	83.78
7	86210	0.21	22.14	2.2	0
7	86972	0.12	17.79	1.37	0
7	86510	0.35	34.63	3.37	22.86
7	180852	0.11	21.21	2.7	77.27
7	92169	0.15	24.03	2.68	9.09
7	93241	0.21	24.32	3.68	80.95
7	93770	0.11	17.42	1.06	0
7	93453	0.44	30.46	4.18	87.04
7	93546	0.18	27.68	4.58	50
7	93542	0.24	22.9	2.98	51.85
7	92768	0.33	26.67	4.61	87.88
7	171786	0.16	19.02	2.21	66.67
7	178608	0.12	17.6	2.91	30.77
7	93757	0.22	20.89	2.88	0
7	134380	0.39	27.99	3.79	71.11
7	134420	0.33	28.25	4.58	80
7	135305	0.17	27.53	3.08	27.59
7	134959	0.22	29.06	4.07	86
7	75405	0.23	32.7	3.71	0
7	75441	0.19	26.49	2.63	0
7	77017	0.11	18.98	1.26	0
7	76553	0.19	27.07	2.53	55
7	76554	0.13	17.76	1.79	0
7	76725	0.19	19.86	1.77	0
7	76728	0.23	23.54	4.22	60
7	77087	0.15	19.98	2.29	0
7	80827	0.13	18.23	1	66.67
7	236367	0.12	22.84	1.56	0
7	81829	0.39	30.07	5.69	96.04
7	173150	0.11	22.8	2.51	0
7	179446	0.11	18.94	4.95	0
7	86208	0.32	29.96	4.31	67.24
7	86243	0.14	20.5	2.22	0
7	236407	0.1	15.19	1.33	0
7	250153	0.12	18.82	2.59	14.29
7	92267	0.2	21.62	2.48	0
7	93543	0.15	20.46	2.27	0
7	93448	0.17	21.81	2.46	0
7	93764	0.21	24.01	2.84	44
7	183974	0.14	17.46	2.01	16.67
7	93371	0.32	21.77	5.09	50.62
7	171785	0.12	21.27	2.81	45.83
7	179641	0.15	18.91	1.33	0
7	92936	0.14	20.92	2.28	12.5
7	93151	0.31	28.13	3.5	2.63
7	93157	0.13	19.06	3.08	24.14
7	93162	0.25	27.13	4.46	86.27
7	93840	0.22	24.66	2.49	35.71
7	93839	0.15	20.89	3.26	0
7	237306	0.11	17.55	1.98	0
7	135457	0.17	22.97	3.79	28.89
7	134242	0.32	27.62	3.71	69.77
7	135301	0.16	20.32	1.73	22.22
7	135304	0.14	17.58	1.95	0
7	172881	0.13	20.61	3.17	0
7	135231	0.14	21.25	1.97	0
7	180607	0.15	21.19	2.19	0
7	76381	0.15	22.92	2.95	44.44
7	76403	0.24	26.46	3.24	65.62
7	179443	0.13	20.58	2.5	73.68
7	81912	0.28	31.28	3.76	50
7	80974	0.19	19.63	2.34	0
7	81673	0.11	19.42	1.36	0
7	81773	0.33	43.69	5.64	95
7	81774	0.36	39.59	5.9	30.28
7	81580	0.14	21.21	2.12	7.14
7	183730	0.14	20.43	2.89	11.54
7	83021	0.13	20.72	1.94	0
7	86508	0.37	28.92	4.89	52
7	86665	0.32	27.33	3.06	27.59
7	86664	0.16	17.24	2.29	0
7	87409	0.21	25.5	4.5	31.75
7	93271	0.29	22.8	5.27	47.13
7	92594	0.31	29.19	3.98	75.51
7	92767	0.23	24.4	4.03	43.14
7	173370	0.13	19.96	2.54	0
7	93150	0.37	29.07	4.48	100
7	134078	0.29	27.79	3.34	82.35
7	135180	0.24	27.38	1.67	50
7	134568	0.33	29.8	3.99	72
7	135228	0.12	18.69	1.98	0
7	135078	0.28	25.48	1.89	0
