"","Estimate","Est.Error","Q2.5","Q97.5"
"1",25.1257227458928,2.15561522973915,20.8384846163851,29.3930972424248
"2",36.529438576821,2.28654135568058,32.1408278981108,40.9634021354348
"3",33.5095676203528,2.12972781222899,29.3979540703482,37.7189054807665
"4",31.983581457888,2.51265774915368,27.0711152911369,36.8309427106398
"5",25.2968814005639,2.10169451094413,21.1431932622959,29.5105834965696
"6",31.0359330040362,2.12917497244569,26.9112203921007,35.2158456283937
"7",30.2670706458751,2.15314364593039,26.0792086507247,34.497630653037
"8",31.3938666730151,2.17916004321786,27.1576068002746,35.6467580860922
"9",29.4618176531867,2.1054512220315,25.307483472174,33.5061649580122
"10",30.6075305855333,2.13033963937513,26.4594733935515,34.6875744783814
"11",29.5690570416139,2.13194485619945,25.3654952587333,33.7622828551313
"12",29.8968453620671,2.10962614108238,25.6659171106576,33.9728543814131
"13",31.6964524126748,2.055755359282,27.602971965863,35.7638897570871
"14",29.5433914393122,2.20399150108123,25.3593667160098,33.9105202965517
"15",32.4977447844957,2.13513061237024,28.3670414700225,36.6861230591985
"16",27.5182706781864,2.15146617191933,23.2615616398024,31.7293716383733
"17",25.4461701903693,2.17170986693338,21.1943517881923,29.7141590928798
"18",33.3106990475181,2.13248076070305,29.1712758415592,37.4361417701753
"19",27.3522290065818,2.14738531238253,23.0918175457286,31.5213499509708
"20",26.2454111549259,2.16948088332777,21.9740539164828,30.4504405328806
"21",27.1924065077674,2.1192415239493,23.0543031533005,31.4201698432715
"22",35.4910403395322,2.11724114031619,31.3618854527482,39.586661402914
"23",30.0416211482211,2.11366088748548,25.9052147136707,34.227138139364
"24",28.5345323461835,2.17524030305711,24.3776762886185,32.8543871902158
"25",36.0945400902451,2.22108028680708,31.8257950319211,40.4746846906089
"26",26.9228476643199,2.11491000989098,22.7730664601581,31.0312977344509
"27",29.6215103511862,2.37864385711065,24.9929579729004,34.2871238811156
"28",34.7838564105979,2.09367987683333,30.6906111846728,38.9508570890577
"29",23.1706577487199,2.16592360650625,18.8523506835993,27.3934917115829
"30",26.2215328525166,2.10354037902803,22.1892948924687,30.3706654955302
"31",31.661513018689,2.10053007725233,27.608737929809,35.7755387978956
"32",25.9440100086997,2.09998979223499,21.904571136114,30.0245204824113
"33",23.567070229882,2.24483706601858,18.9821998414926,27.8607215917104
"34",25.2861478035412,2.14353441870173,21.133962441205,29.4102507658337
"35",26.515210811272,2.14981871065956,22.3381099906727,30.7890817596662
"36",23.4363983734392,2.09705372117103,19.3757797712291,27.6128842933665
"37",25.1824274901625,2.07741483688463,21.167304170176,29.2732999425685
"38",31.6395842524371,2.11488237022836,27.5600231845988,35.7761630220425
"39",31.419629546531,2.14138239794327,27.1644060310926,35.6329707644957
"40",34.2520571631323,2.12178512844436,30.0770762900907,38.3997119752577
"41",30.4663276622707,2.13664739652813,26.3143794094433,34.5769797783427
"42",29.3752116312923,2.09806520240883,25.2787318619751,33.4376665658274
"43",27.8693043951064,2.11378396002666,23.8076594258469,32.039494164669
"44",33.6858927641533,2.09695263274529,29.5134365685258,37.6946763350861
"45",27.274553843986,2.09129417132934,23.2286714882917,31.4129542969601
"46",28.5125601199952,2.14248438759256,24.2186814788649,32.7052090656188
"47",29.3589870601192,2.11192971131705,25.1878362293866,33.4897293542093
"48",27.5146030725143,2.12843827747587,23.2288493257409,31.6537335833519
"49",28.1120742350319,2.11478015524468,23.9198293747459,32.2892572040517
"50",26.8120530675598,2.05993083133128,22.7889145283631,30.8291382191908
"51",25.090575599645,2.14780216074442,20.7804547445638,29.241147166419
"52",29.5426459032397,2.14687805643751,25.3186669869266,33.7936778530102
"53",30.6288807771791,2.12912716048488,26.4316442734818,34.7728996937413
"54",29.324338804598,2.32850869284909,24.9336814526795,33.895142417696
"55",28.9834497329828,2.12446612093628,24.8321082995152,33.1631922231879
"56",29.5928193388634,2.11015232490972,25.5323383784756,33.7433213844069
"57",28.535014995933,2.10401104925881,24.5150250169847,32.6461579496606
"58",28.1546569174089,2.27350174293406,23.6292240568085,32.525342469026
"59",29.4514963574616,2.12754213605938,25.3828139839534,33.583845410899
"60",28.7517497129302,2.12756533305464,24.5737155852074,32.9709925170661
"61",31.2144272927134,2.09566769730459,27.1259136008377,35.3406736925914
"62",29.3962913575,2.10939166348793,25.2032842784465,33.494226703269
"63",33.4111798457082,2.10582696274003,29.3261671641344,37.6291739515967
"64",34.8206811677197,2.18010434983724,30.5142546658496,39.078929145819
"65",31.7362260470961,2.11210275638356,27.6167726373851,35.9688024656487
"66",35.3876518352839,2.10586753460429,31.3394862891893,39.5112766614485
"67",32.0266607991356,2.24675847579129,27.7278496935881,36.4463293913616
"68",27.7171370074158,2.11732969271106,23.5426920908916,31.8725051403571
"69",32.8747621408535,2.0932926175774,28.8257590247507,36.929732866761
"70",28.7711120719845,2.12864213703457,24.5859320382397,33.0121840448365
"71",28.7435246360025,2.14896837081969,24.5092400542836,32.8750304595774
"72",33.5472921356866,2.14098327721562,29.3805674602417,37.7556497997253
"73",30.734445663518,2.13661614475465,26.6087514314812,34.9275266811844
"74",32.5709730953555,2.16275744381268,28.2759797009077,36.815106451463
"75",30.2211794438077,2.15499710629707,26.0245303972542,34.4483360593311
"76",32.7502901844787,2.15024021169005,28.5369867979966,36.9398601974289
"77",27.547374165834,2.13195446027395,23.403643529151,31.7456227100722
"78",26.5446694849279,2.23126198278646,22.1262908523061,30.8849008115695
"79",26.8524903949736,2.10025354139538,22.775056563073,31.0043209538778
"80",26.0404228908226,2.12149135348943,21.843377974171,30.1490599250887
"81",31.6987407430033,2.28935990524573,27.2275239439918,36.2087065951177
"82",26.1877944146103,2.10339590708602,22.1322702476935,30.2307792348642
"83",27.7670986666542,2.14053878469512,23.6170873213192,31.9129628264563
"84",23.3465651332582,2.16931970645473,19.1145243668656,27.6143176914996
"85",27.1630964235508,2.1672875142743,22.9174782971317,31.3610733837291
"86",26.9163202983935,2.13362479902159,22.7620055504789,31.094462067848
"87",25.8948326592145,2.10810859940302,21.8065013784205,29.9835961553864
"88",24.3519503720309,2.14557053182046,20.1369509583519,28.5576152794156
"89",26.8284327396025,2.09600640787084,22.7318420188176,30.9740449328784
"90",28.0308072206858,2.10767676618701,23.8380420371406,32.1871640170384
"91",25.0100433500349,2.10501201774199,20.9161719659324,29.1918658401953
"92",25.3208649909043,2.15511898726326,21.0455524939009,29.491417077625
"93",26.8699032388631,2.09495880545648,22.6667762822529,30.9823381523709
