"","Estimate","Est.Error","Q2.5","Q97.5"
"1",24.8533641050429,2.40569202258348,20.0641661562471,29.5330347575522
"2",33.9030859918963,2.48503343489052,29.0013402995867,38.8292324839248
"3",33.3523043849723,2.3478549163253,28.8004432251534,37.961479987671
"4",31.219167262266,2.61473318913827,26.0220400710294,36.2292083745875
"5",24.6411856308887,2.40694455201878,19.9039614757428,29.4434897490551
"6",30.9452906342296,2.39994655860263,26.1624822468655,35.5838926138102
"7",29.875061145376,2.39515919052418,25.2662024480095,34.6034962167601
"8",30.9834986525864,2.42352397761608,26.2357957204663,35.7372856338918
"9",28.8474482300303,2.42875152456125,24.2028767923964,33.5064779212334
"10",29.6708800569791,2.4282014702621,24.8917628643522,34.3760322375551
"11",28.3820970152642,2.43766477360047,23.6882999005552,33.1689096101061
"12",29.3725718033933,2.35312408086091,24.7802656189951,33.9708873768715
"13",31.6371912394238,2.35859752649496,27.0301302244648,36.2504271837279
"14",29.5661985403942,2.55377182442819,24.5610190300767,34.5170260814227
"15",32.7654606551275,2.38760908076816,28.0245991029148,37.3317410395917
"16",27.4758287764011,2.40260585775447,22.8642506297566,32.3155750453765
"17",25.6393453097823,2.46080694972686,20.8458659490787,30.4024418836315
"18",33.8797643680696,2.44597829692955,29.1052115266655,38.6929328347303
"19",28.1652141404633,2.38097898217703,23.5634615999996,32.871987938175
"20",26.439888922489,2.4113838253328,21.8441101440011,31.2509315935188
"21",27.410159286463,2.37961863193863,22.7040098632612,31.9892176711659
"22",35.917241173244,2.40542704976735,31.1719026740637,40.5768299942951
"23",30.3870817924255,2.42688845704356,25.6681606638331,35.1005023760364
"24",28.5911659198669,2.46642559751426,23.7361026814778,33.3241041525258
"25",37.404932374586,2.45019571885329,32.5855912871466,42.1331328119464
"26",27.5466390101909,2.39739668552495,22.9216846587544,32.2218775124185
"27",29.3338897276248,2.66977585045766,24.1734033073961,34.6793378288671
"28",35.9230046541844,2.41923217848169,31.154224941703,40.5335068231345
"29",23.7891133981529,2.45911908784461,18.9277798501114,28.5694183802108
"30",26.4109239236837,2.39887246187999,21.7206546661972,31.1969450519655
"31",32.4705986331107,2.36973977343001,27.8279823164608,37.0854359267073
"32",26.3504048179701,2.3910482817279,21.7413180039298,31.033654482467
"33",23.4662476363597,2.5277186810456,18.5329222583614,28.4101444728929
"34",25.3679791720708,2.4410540584681,20.6191584080184,30.1539357534215
"35",26.6792678508737,2.41301532821824,21.9639118048507,31.3210099489457
"36",23.4195014039577,2.39765270775399,18.7510157261043,27.9966199838876
"37",25.3659703826181,2.42860195991347,20.670849154349,30.0596335073921
"38",32.1386424675756,2.40489818669382,27.4539104201708,36.8103695453546
"39",31.8027672847411,2.39077092733394,27.0307363284311,36.4640455386601
"40",35.6693659362961,2.42363940329715,30.9195577566611,40.4104928408804
"41",30.7213839877263,2.37604470916661,26.0388541147012,35.435426472015
"42",29.4785166714601,2.41901627826997,24.7426971457698,34.1964231197029
"43",27.8580383005721,2.42026906603459,23.109562230806,32.5431196128269
"44",34.533309305781,2.37894702936435,29.842504357914,39.1334215327729
"45",27.5294602316616,2.38006877300781,22.7813431271135,32.1027102472323
"46",29.4908289977917,2.41748768951418,24.7106817536096,34.3017593510782
"47",29.6385952271156,2.36033278889742,25.0658235369982,34.3109184427486
"48",28.0985295754872,2.3881274866978,23.325101218197,32.7284924892844
"49",28.8037898183106,2.40482140671056,24.0672955593581,33.6072048028953
"50",27.2159404343694,2.39594844309915,22.6055173070191,31.9665614642309
"51",25.0174602514185,2.43933351598838,20.1755472917334,29.760410407681
