paramID	id	dbh	height	CR	perc_exposed
8	179240	0.17	25.15	2.77	58.33
8	135317	0.2	23.13	2.88	0
8	135315	0.28	22.23	3.34	8.82
8	135109	0.28	24.41	4	48
8	182122	0.11	22.4	2.07	0
8	179246	0.11	17.03	1.31	0
8	203020	0.21	21.81	3.92	81.25
8	80807	0.33	28.84	4.9	33.9
8	81662	0.23	27.51	3.84	84.78
8	80959	0.15	22.5	2.73	8.7
8	81095	0.25	34.85	3.68	40.48
8	87087	0.25	27.68	3.01	78.57
8	86094	0.21	20.05	1.84	0
8	87458	0.13	18.32	1.34	0
8	86387	0.22	27.41	2.05	0
8	236531	0.11	16.33	1.42	0
8	179241	0.11	20.58	2.3	31.25
8	174043	0.14	19.73	1.96	0
8	135496	0.15	20.93	2.75	4.76
8	184639	0.12	20.37	1.6	0
8	75429	0.71	40.65	10.78	82.03
8	180710	0.15	20.74	1.42	0
8	80805	0.31	30.81	4.52	56.25
8	81094	0.59	35.66	7.54	98.61
8	81617	0.18	25.27	2.98	0
8	86881	0.21	24.67	4.01	44
8	86229	0.24	29.85	2.56	65
8	87190	0.15	21.14	2.38	5.88
8	236413	0.11	16.96	1.85	0
8	93535	0.25	24.18	3.4	41.38
8	135159	0.18	22.47	2.95	0
8	134408	0.2	26.21	2.05	0
8	134406	0.14	25.19	2.77	72.73
8	135321	0.39	27.27	4.87	97.56
8	135074	0.16	23.27	2.19	0
8	80806	0.25	30.34	3.4	30.56
8	80960	0.17	28.74	2.35	0
8	86095	0.38	29.18	4.7	85.42
8	86230	0.14	16.99	1.28	0
8	250056	0.11	15.42	1.47	0
8	180855	0.12	19.1	2.6	9.52
8	87270	0.11	18.47	2.59	0
8	92302	0.63	34.93	5.26	88.51
8	92609	0.37	27.78	4.38	97.73
8	93529	0.16	20.36	1.97	0
8	134209	0.28	30.74	3.69	100
8	135323	0.18	27.9	3.18	93.55
8	75278	0.18	21.59	2.76	0
8	75274	0.18	24.9	2.78	66.67
8	249644	0.12	20.04	1.55	0
8	75417	0.15	25.34	4.37	8.33
8	81727	0.36	32.79	4.47	43.55
8	236368	0.11	17.94	1.06	0
8	80961	0.42	31.79	4.42	57.38
8	81213	0.24	30.56	3.15	31.25
8	86219	0.19	24.23	3.65	70.73
8	86234	0.25	23.74	2.41	0
8	92289	0.41	33.98	4.9	56
8	93441	0.14	20.93	2.05	23.08
8	93536	0.23	21.56	3.14	16.67
8	92442	0.22	25.56	2.73	86.96
8	250165	0.11	21.52	3.1	46.67
8	93212	0.15	18.12	1.79	40
8	203216	0.12	19.43	2.74	0
8	135088	0.36	27.45	5.65	82
8	134394	0.25	27.76	3.08	68.97
8	135495	0.12	17.19	2.46	0
8	134410	0.37	30.88	5.1	95.06
8	174045	0.17	22.29	2.85	0
8	135162	0.19	21.38	1.86	0
8	135419	0.1	17.64	2.63	0
8	80964	0.29	33.09	4.5	69.84
8	80962	0.15	23.1	2.29	0
8	81636	0.14	22.06	1.93	0
8	87417	0.12	19.98	2.32	0
8	86097	0.2	26.8	3.64	0
8	86235	0.6	29.92	4.13	67.92
8	86231	0.27	27.92	4.11	61.54
8	236414	0.11	15.43	2.13	0
8	86391	0.14	19.34	2.12	0
8	86521	0.26	30.21	3.86	15.15
8	181055	0.12	17.9	1.14	0
8	178576	0.13	18.81	1.46	0
8	92303	0.27	29.02	3.79	22.22
8	93651	0.13	20.86	2.6	47.62
8	93539	0.12	18.45	2.44	0
8	171716	0.11	15.76	2.08	0
8	134062	0.17	20.51	2.34	82.35
8	135329	0.26	25.13	4.16	18.52
8	135172	0.32	25.39	3.31	11.76
8	135420	0.11	17.85	1.74	11.11
8	174044	0.14	23.18	3.15	33.33
8	75419	0.16	28.16	3.1	0
8	183672	0.11	21.57	1.96	0
8	81827	0.49	35.67	4.32	93.1
8	80963	0.13	20.97	1.85	0
8	81105	0.25	28.75	2.97	33.33
8	81101	0.67	31.37	10.55	54.77
8	86236	0.26	28.31	2.87	16
8	86384	0.2	30.35	3.15	0
8	87459	0.12	17.06	1.82	0
8	87522	0.23	24.57	3.71	3.12
8	86523	0.19	24.03	1.95	0
8	236530	0.11	18.22	1.46	0
8	93201	0.39	26.88	4.54	68.75
8	92288	0.26	30.84	4.89	21.33
8	93265	0.22	22.84	2.5	5.26
8	93540	0.28	22.68	3.31	47.06
8	93534	0.17	19.52	2.33	0
8	226008	0.18	21.46	3.53	33.33
8	92452	0.13	20.53	1.76	0
8	92613	0.26	28.24	2.58	78.95
8	226015	0.13	19.83	1.99	0
8	135050	0.4	27.86	5.56	93.81
8	134066	0.17	22.64	2.63	0
8	135328	0.17	22.16	1.46	0
8	172883	0.12	18.68	2.38	11.76
8	135324	0.23	24.1	3.53	35.71
8	75277	0.18	27.02	2.41	77.78
8	75418	0.55	50.24	6.93	92
8	75433	0.16	25.2	3.24	0
8	75430	0.24	30.2	3.82	0
8	178346	0.18	20.35	2.77	70.83
8	178345	0.1	13.64	1.62	0
8	80809	0.22	28.1	2.74	86.96
8	81734	0.16	18.9	2.8	0
8	80965	0.32	31.68	7.06	67.31
8	171462	0.14	24.16	2.37	0
8	81089	0.65	25.24	3.8	40
8	81859	0.18	23.43	3.12	0
8	81620	0.15	20.79	3.49	0
8	81621	0.25	28.91	3.85	66.67
8	171540	0.14	24.35	2.34	88.24
8	236415	0.11	15.18	1.55	0
8	86941	0.24	25.68	3	0
8	92285	0.19	22.92	1.99	0
8	92286	0.17	23.25	3.54	0
8	93541	0.12	18.14	1.6	0
8	181053	0.1	16.61	2.05	0
8	93538	0.18	26.14	3	64.29
8	92611	0.31	28.34	3.73	88.37
8	92775	0.27	24.96	2.71	56.52
8	93434	0.15	19.56	1.51	0
8	93359	0.13	19.91	1.63	25
8	135161	0.22	20.76	3.26	3.03
8	179238	0.13	19.16	1.77	0
8	135099	0.13	20.33	2.87	80
8	134576	0.25	23.89	2.46	5.26
8	249646	0.21	34.52	6.77	31.25
8	173089	0.18	29.58	2.86	0
8	76387	0.29	33.46	3.81	0
8	225774	0.13	21.56	2.25	46.67
8	81730	0.33	27.37	4.03	36
8	81729	0.16	27.41	2.22	13.33
8	81857	0.17	18.4	1.92	0
8	81860	0.21	19.17	1.59	0
8	178487	0.11	16.15	2.03	0
8	87093	0.5	33.83	6.92	78.67
8	86393	0.4	33.21	5.73	30.1
8	87346	0.11	19.05	2.34	0
8	86392	0.63	37.92	4.4	73.33
8	86526	0.32	30.65	5.25	73.47
8	86527	0.16	21.26	2.26	0
8	93765	0.15	22.06	3.39	41.67
8	171719	0.14	20.63	3.28	0
8	92284	0.16	23.43	2.13	0
8	226007	0.12	19.34	1.19	0
8	92453	0.24	25.2	3.75	100
8	93756	0.11	17.46	1.68	0
8	134067	0.26	24.38	2.86	0
8	135330	0.17	21.26	1.96	0
8	184658	0.4	27.79	4.63	68.66
8	135165	0.14	18.7	2.62	0
8	135314	0.21	21.96	3.5	0
8	134575	0.22	26.8	3.34	65.71
8	172885	0.13	17.56	1.38	0
8	249643	0.1	19.49	1.67	0
8	76389	0.2	24.73	2.34	0
8	81910	0.11	14.9	2.65	0
8	81826	0.27	22.06	2.71	0
8	249944	0.16	23.65	3.35	0
8	81104	0.16	22.89	2.13	0
8	87278	0.11	16.26	1.48	0
8	87223	0.46	33.26	5.74	43.69
8	250074	0.11	18.12	1.28	0
8	86519	0.39	38.23	4.61	12.12
8	86518	0.62	44.15	4.36	100
8	93444	0.17	26.85	2.69	0
8	92434	0.43	30.9	4.76	81.69
8	237307	0.1	19.95	2.15	0
8	134232	0.22	28.13	4.58	80.3
8	135111	0.26	25.84	5.38	44.44
8	135415	0.13	22.91	3.35	40
8	135421	0.14	18.35	1.29	0
8	135238	0.16	20.51	1.39	33.33
8	135412	0.18	21.32	1.54	28.57
8	250781	0.1	22.48	2.72	50
8	77069	0.18	21.97	1.84	70
8	75413	0.37	43.56	7.26	10.3
8	226928	0.11	21.94	3.53	51.28
8	76563	0.69	40.69	7.78	97.5
8	77092	0.26	32.14	4.1	16
8	80815	0.29	30.71	3.85	42.86
8	80814	0.25	26.16	2.77	0
8	81813	0.12	20.14	2.08	0
8	81549	0.22	28.21	2.95	48.15
8	183808	0.11	19.72	2.29	0
8	86099	0.36	28.8	5.34	86.52
8	86214	0.32	22.74	3.97	6.12
8	86213	0.23	31.68	3.14	96.67
8	86237	0.2	28.99	3.96	51.02
8	86940	0.12	22.68	2.17	0
8	86920	0.16	22.42	2.94	0
8	86517	0.25	29.89	2.59	0
8	86516	0.2	29.08	2.96	29.63
8	178577	0.21	26.63	4.31	93.1
8	171722	0.11	19.71	1.53	0
8	92305	0.17	21.83	2.43	0
8	93652	0.18	19.99	2.14	0
8	250152	0.11	15.61	1.86	0
8	181050	0.18	20.71	3.18	0
8	93437	0.12	22.18	2.13	14.29
8	92777	0.46	29.72	4.02	67.5
8	180462	0.12	22.64	4.18	15
8	134073	0.48	24.61	4.03	39.22
8	135020	0.39	26.08	3.28	75.76
8	135459	0.16	20.43	2.06	7.69
8	135177	0.28	24.47	3.71	58.14
8	135242	0.21	24.31	1.94	0
8	77070	0.16	23.05	2.11	0
8	75432	0.21	25.77	2.65	9.09
8	76388	0.37	36.12	7.37	50
8	76392	0.14	19.42	2.31	0
8	76393	0.23	32.13	4.19	76.36
8	171415	0.12	21.14	2.68	27.27
8	81106	0.34	33.56	6.15	30.51
8	81209	0.2	25.29	2.82	62.5
8	86215	0.2	27.8	3.79	82.22
8	87518	0.11	18.75	1.79	0
8	180825	0.1	14.87	1.76	0
8	86239	0.48	29.41	4.75	65.71
8	87096	0.14	22.48	2.74	0
8	86382	0.24	28.91	4.02	40
8	86398	0.13	20.41	2.29	0
8	86515	0.17	21.02	2.45	0
8	86528	0.16	24.35	2.3	0
8	93537	0.27	22.83	3.13	31.82
8	92282	0.22	27.64	2.34	76.47
8	93268	0.26	27.69	4.09	90.38
8	250163	0.1	14.37	1.92	0
8	93532	0.22	27.07	4.22	100
8	171717	0.17	23.83	3	0
8	181051	0.1	14.88	1.69	0
8	92779	0.46	31	4.95	89.09
8	183970	0.15	25.73	2.67	0
8	135113	0.35	27.81	4.92	93.42
8	203777	0.11	17.6	2.27	0
8	135236	0.3	27.23	5.97	77.48
8	135246	0.19	21.82	1.88	0
8	135244	0.16	18.94	1.79	0
8	203022	0.11	20.66	1.9	9.09
8	81672	0.15	17.83	1.54	0
8	80813	0.27	35.56	4.02	70
8	80810	0.23	33.88	4.06	11.76
8	80811	0.18	26.32	2.03	0
8	81739	0.3	23.8	3.1	0
8	81360	0.16	23.61	2.44	0
8	86396	0.21	28.84	2.56	15
8	87348	0.14	22.53	2.92	0
8	86395	0.38	38.39	3.88	93.62
8	86514	0.36	36.95	3.92	14.58
8	87413	0.35	29.51	4.28	65.38
8	86672	0.37	26.93	4.63	48.72
8	92281	0.2	23.64	2.1	15.38
8	92306	0.3	32.89	4.72	91.43
8	92456	0.13	21.83	1.89	36.36
8	236550	0.13	16.63	2.54	15
8	178609	0.18	22.8	2.33	0
8	92930	0.14	20.22	1.82	30
8	250787	0.11	21.36	2.66	0
8	226744	0.12	18.53	2.83	4
8	134231	0.19	29.41	2.68	95.45
8	135309	0.23	22.46	1.65	0
8	135418	0.11	17.84	2.39	0
8	184640	0.11	14.87	1.26	0
8	134573	0.4	27.76	3.76	61.36
8	134574	0.24	27.44	3.6	67.5
8	174042	0.11	18.03	1.38	0
8	135334	0.14	21.81	2.83	43.75
8	75279	0.21	25.71	3.27	72.73
8	77000	0.14	19	1.72	0
8	76394	0.24	30.83	3.94	14.58
8	76557	0.3	29.66	3.14	36.67
8	76558	0.19	23.39	2.03	0
8	76559	0.13	19.05	2.04	0
8	81092	0.34	29.57	6.06	87.83
8	81905	0.2	27.68	1.83	0
8	250073	0.12	21.99	2.67	0
8	87276	0.11	17.25	2.93	0
8	86529	0.3	29.89	2.59	61.9
8	92280	0.22	28.08	2.83	84
8	92614	0.38	24.66	6.94	67.55
8	92774	0.26	23.32	3.11	50
8	93311	0.14	24.92	2.66	45.45
8	92928	0.21	20.62	3.08	0
8	134383	0.38	28.04	5.17	61.9
8	135245	0.17	23.14	4.19	41.82
8	171417	0.1	23.32	2.19	20
8	249645	0.11	15.97	1.92	0
8	76386	0.39	38.16	5.6	67.35
8	76564	0.34	32.89	2.78	0
8	77093	0.13	24.17	2.98	0
8	76730	0.47	32.51	4.43	100
8	76965	0.13	17.62	1.74	0
8	80819	0.14	21.02	1.67	0
8	249957	0.1	15.61	1.11	0
8	81656	0.47	35.35	7.42	89.02
8	81932	0.11	17.89	2.16	0
8	87277	0.39	28.74	4.72	71.43
8	86238	0.18	26.98	2.26	25
8	86904	0.13	18.19	1.57	0
8	86513	0.72	38.02	6.65	66.67
8	87456	0.11	18.76	2.49	0
8	86532	0.42	30.2	4.04	76.47
8	92166	0.16	22.59	2.43	22.22
8	226003	0.16	22.96	3.88	57.45
8	93447	0.1	16.91	1.33	0
8	183980	0.17	25.82	3.27	30.3
8	92457	0.19	23.97	3.22	93.75
8	236551	0.11	15.84	2.16	0
8	250164	0.1	14.05	1.83	0
8	93755	0.18	24.11	3.57	43.59
8	92771	0.33	25.54	5.33	76.4
8	92929	0.21	23.66	1.74	33.33
8	134076	0.24	27.23	5.18	96.97
8	182111	0.16	25.93	2.42	33.33
8	134414	0.29	29.45	3.55	82.05
8	134417	0.3	29.62	4.91	57.33
8	135240	0.28	26.11	3.75	46.88
8	183673	0.19	23.85	3.17	0
8	76384	0.3	34.27	4.02	0
8	76385	0.14	24.75	2.17	0
8	76556	0.18	23.82	2.3	0
8	173092	0.11	19.74	1.6	0
8	80818	0.51	34.1	4.34	84.21
8	80824	0.15	15.67	1.31	0
8	81744	0.17	22.26	2.3	0
8	80941	0.29	23.76	2.11	0
8	81934	0.19	28.07	2.8	4.17
8	81856	0.22	28.19	3.7	79.07
8	81931	0.2	19.62	3.1	0
8	81361	0.74	35.24	7.27	94.06
8	86380	0.15	23.23	2.26	40
8	86397	0.37	26.41	4.63	59.7
8	86512	0.36	32.2	3.52	0
8	86531	0.3	24.87	3.42	19.44
8	87340	0.25	27.09	3.57	50
8	87524	0.15	20.84	3.06	7.69
8	87412	0.19	22.13	3.69	94.12
8	93202	0.12	18.14	1.55	14.29
8	93264	0.12	19.08	2.03	41.67
8	93358	0.2	23.05	2.67	31.82
8	92927	0.19	27.15	3.29	50
8	93759	0.13	21.63	3.18	61.29
8	180443	0.12	19.25	2.11	0
8	135493	0.11	21.52	2.12	0
8	134382	0.33	29.5	4.32	82.76
8	135307	0.11	15.58	1.21	0
8	134416	0.29	28.88	3.18	16.13
8	134584	0.6	30.79	5.07	80
8	135327	0.22	22.79	2.87	4
8	75408	0.18	30.69	2.63	0
8	76933	0.14	22.5	3.65	21.95
8	77116	0.11	20.11	1.68	0
8	76383	0.16	28.39	3.37	11.43
8	76396	0.17	24.41	2.4	0
8	76395	0.46	31.4	4.47	61.29
8	76397	0.2	22.35	3	0
8	77097	0.19	25.98	3.84	78.26
8	77014	0.12	18.42	1.68	0
8	76555	0.29	31.67	3.33	29.41
8	76568	0.36	31.35	3.03	35.71
8	173093	0.13	17.57	1.86	0
8	249638	0.1	17.05	1.26	0
8	81741	0.49	35.42	7.43	78.61
8	81854	0.42	35.84	7.76	30.69
8	81108	0.22	29.78	2.41	0
8	81781	0.29	25.38	2.68	0
8	81359	0.45	32.01	10.46	59.69
8	183809	0.11	14.3	1.76	33.33
8	86240	0.18	25.23	2.42	0
8	87221	0.41	27.82	4.33	54.24
8	86399	0.16	23.91	2.63	28.57
8	87274	0.12	22.03	2.66	0
8	86533	0.12	19.06	2.14	42.86
8	86677	0.25	27.95	4.08	21.88
8	93776	0.12	20.04	2.34	91.67
8	92167	0.18	18.02	1.66	0
8	171724	0.12	19.14	2.08	69.23
8	93203	0.14	19.68	1.57	57.14
8	236552	0.11	20.2	3.37	60
8	92770	0.23	25.04	2.61	42.86
8	93752	0.12	20.24	1.79	0
8	93837	0.13	22.28	2.92	66.67
8	93155	0.23	24.35	3.68	43.48
8	135022	0.12	19.77	2.16	0
8	135500	0.1	17.5	1.01	0
8	134415	0.13	17.97	2.84	0
8	135098	0.25	29.02	6.16	61.34
8	172884	0.12	15.39	1.68	0
8	134587	0.15	17.73	2.03	0
8	134585	0.48	29.01	3.85	0
8	135414	0.12	17.23	2.43	0
8	184638	0.11	20.55	2.38	0
8	135229	0.28	28.02	6.37	86.61
8	135410	0.13	19.98	1.76	0
8	250780	0.1	15.12	2.03	0
8	75283	0.39	35.92	5.08	89.29
8	75281	0.39	32.79	5.04	0
8	225778	0.12	18.71	2.1	0
8	75280	0.17	23.36	2.57	5
8	75412	0.18	22.8	2.48	0
8	75437	0.17	25.84	2.38	0
8	76552	0.8	36.89	5.47	65.59
8	183671	0.11	20.24	1.66	0
8	240964	0.1	21.47	2.66	86.36
8	76732	0.15	17.31	2.1	0
8	81797	0.55	34.58	7.36	52.35
8	81737	0.19	26.62	3.28	0
8	180709	0.12	18.28	3.49	2.63
8	81795	0.11	14.35	2.2	0
8	81830	0.17	27.97	2.59	47.62
8	81110	0.18	26.78	2.33	0
8	81615	0.15	19.96	1.94	0
8	179445	0.13	20.93	2.51	0
8	81530	0.22	24.92	2.4	80
8	86242	0.36	38.38	5.1	95.06
8	87350	0.14	18.71	2.67	0
8	87457	0.12	21.4	3.04	7.14
8	86939	0.13	22.59	1.69	0
8	86509	0.33	34.21	2.83	92
8	181054	0.11	13.91	1.93	0
8	92620	0.28	26.75	3.7	95.35
8	92933	0.17	21.97	2.07	100
8	250178	0.11	15.76	1.48	0
8	135116	0.13	21.07	2.13	0
8	172882	0.16	18.22	2.31	0
8	77016	0.18	27.91	3.42	61.11
8	75406	0.17	24.19	1.98	0
8	75435	0.3	28.37	2.33	0
8	77086	0.17	26.54	4.19	80
8	173094	0.17	23.52	5.44	94.19
8	173095	0.12	17.23	1.21	0
8	81666	0.2	25.29	3.56	35.9
8	81208	0.26	31.7	3.57	17.5
8	183732	0.12	21.38	3.38	0
8	81357	0.18	18.14	2.42	0
8	178397	0.16	18.06	3.56	2.56
8	183731	0.12	22.57	2.4	40
8	87192	0.41	29.25	5.04	67.09
8	86241	0.19	26.23	2.31	0
8	86911	0.15	21.83	3.24	0
8	87220	0.11	19.21	2.22	0
8	86669	0.23	28.48	3.19	3.23
8	86919	0.22	28.75	5.58	64.95
8	250071	0.11	21.39	1.71	0
8	86868	0.53	34.13	5.41	100
8	87414	0.18	20.7	2.81	0
8	93771	0.11	19.33	1.54	0
8	93218	0.14	22.06	1.95	9.09
8	93242	0.13	19.45	1.87	27.27
8	92935	0.25	26.48	2.88	100
8	93216	0.16	23.43	2.81	20.83
8	93154	0.12	18	1.64	0
8	135146	0.23	20.8	3.08	10.34
8	134077	0.24	26.42	4.59	81.82
8	134240	0.2	25.12	2.17	0
8	134239	0.49	26.4	4.88	86.49
8	135178	0.16	21.17	2.54	0
8	135306	0.29	26.86	4.23	48.21
8	135498	0.12	21.24	2.1	0
8	134571	0.3	27.81	3.59	77.5
8	134589	0.14	16.93	2.02	0
8	134588	0.45	30.41	4.08	92.31
8	135241	0.19	21	3.22	0
8	135411	0.12	17.66	1.42	0
8	135406	0.12	19.27	1.58	0
8	75411	0.67	48.64	11.65	86.85
8	180606	0.11	17.28	1.73	0
8	75436	0.39	30.38	2.84	24
8	76991	0.13	16.55	2.04	0
8	77013	0.14	22.4	2.6	0
8	76729	0.21	22.25	3.07	48.28
8	81935	0.21	31.17	3.89	19.15
8	236366	0.11	12.49	0.99	0
8	81712	0.11	23.72	2.58	0
8	81619	0.27	33.56	3.64	0
8	81929	0.19	34.6	4.62	47.76
8	81981	0.17	23.36	3.76	0
8	81994	0.66	36.36	3.03	86.67
8	171541	0.21	26.43	5.18	96.61
8	173241	0.12	22.53	2.39	0
8	87347	0.42	28.79	5.65	69
8	86210	0.21	23.58	1.63	0
8	86972	0.12	16.33	1.7	0
8	86510	0.35	36.56	4.33	65.52
8	180852	0.11	20.46	1.75	77.78
8	92169	0.15	26.72	2.67	50
8	93241	0.21	24.26	3.09	6.67
8	93770	0.11	20.85	2.79	4.17
8	93453	0.44	32.01	6.23	74.38
8	93546	0.18	28.91	3.88	55.32
8	93542	0.24	23.17	2.13	42.86
8	92768	0.33	27.13	4.35	91.53
8	171786	0.16	20.52	2.27	56.25
8	178608	0.12	19.07	1.74	55.56
8	93757	0.22	21.64	3.24	33.33
8	134380	0.39	28.16	3.86	67.39
8	134420	0.33	27.28	5.46	75.27
8	135305	0.17	27.15	2.85	36
8	134959	0.22	25.83	3.74	88.37
8	75405	0.23	25.47	3.71	0
8	75441	0.19	27.17	3.29	0
8	77017	0.11	14.42	1.07	0
8	76553	0.19	25.64	2.52	40
8	76554	0.13	18.55	1.58	0
8	76725	0.19	20.99	2.66	13.64
8	76728	0.23	23.29	3.25	72.73
8	77087	0.15	16.96	1.99	0
8	80827	0.13	20.68	3.9	53.85
8	236367	0.12	20.44	4.53	7.81
8	81829	0.39	32.21	6.6	90.44
8	173150	0.11	21.06	2.59	0
8	179446	0.11	23.61	1.38	0
8	86208	0.32	29.9	5.34	70.79
8	86243	0.14	19.76	1.8	0
8	236407	0.1	14.32	1.36	0
8	250153	0.12	17.38	2.36	0
8	92267	0.2	29.91	2.88	88
8	93543	0.15	24.44	2.65	0
8	93448	0.17	24.81	2.89	0
8	93764	0.21	28.19	3.45	48.65
8	183974	0.14	20.87	1.69	25
8	93371	0.32	22.43	2.52	36.84
8	171785	0.12	19.19	2.99	35.71
8	179641	0.15	20.39	1.8	20
8	92936	0.14	20.45	1.99	50
8	93151	0.31	28.64	3.85	41.3
8	93157	0.13	21.32	1.83	20
8	93162	0.25	27.07	4.36	87.5
8	93840	0.22	24.55	3.02	60
8	93839	0.15	20.16	2.37	0
8	237306	0.11	15.53	1.88	0
8	135457	0.17	23.74	4.14	54.72
8	134242	0.32	28.27	3.59	85
8	135301	0.16	21.1	2.43	22.22
8	135304	0.14	17	1.63	0
8	172881	0.13	18.64	3.09	0
8	135231	0.14	22.23	2.26	12.5
8	180607	0.15	20.29	2.06	0
8	76381	0.15	23.88	2.54	60
8	76403	0.24	26.51	4.16	70.37
8	179443	0.13	20.76	2.09	69.23
8	81912	0.28	33.84	2.39	52.94
8	80974	0.19	22.19	2.33	0
8	81673	0.11	15.11	1.62	0
8	81773	0.33	41.48	6.15	79.66
8	81774	0.36	39.52	11.41	66.67
8	81580	0.14	20.19	2.28	68.75
8	183730	0.14	20.36	2.56	40
8	83021	0.13	21.3	2.07	0
8	86508	0.37	29.96	5.42	52.17
8	86665	0.32	29.04	2.25	6.67
8	86664	0.16	18.79	2.05	0
8	87409	0.21	24.66	2.85	48
8	93271	0.29	24.92	4.17	37.04
8	92594	0.31	28.12	4.26	80.36
8	92767	0.23	25.14	2.55	50
8	173370	0.13	24.66	2.31	50
8	93150	0.37	29.53	4.66	92.65
8	134078	0.29	26.77	3.3	73.53
8	135180	0.24	20.52	1.94	0
8	134568	0.33	29.83	4.33	56.9
8	135228	0.12	20.56	2.54	0
8	135078	0.28	23.35	2.73	0
